Unique Response ID,Representative Name,"On a scale from 0-10, how likely are you to recommend this representative to a friend or colleague? - Group","On a scale from 0-10, how likely are you to recommend this representative to a friend or colleague?",How satisfied are you with the resolution to your issue?,Was your issue resolved?,Rewards member ID,Case #
R_dhAIn8VPXsO0VSt,Nora,Detractor,4,Extremely dissatisfied,Yes,62739,10750
R_4NmhfM2UAPGLfsF,Audrey,Detractor,1,Slightly satisfied,Yes,84491,10751
R_7afH0NIe1AAQfGJ,Grayson,Detractor,1,Neither satisfied nor dissatisfied,Uncertain,13981,10752
R_4NNUq4zkXahcOkB,Everly,Detractor,0,Slightly dissatisfied,No,10839,10753
R_9MM1D369j1IUFpz,Joshua,Promoter,9,Neither satisfied nor dissatisfied,Uncertain,83004,10754
R_8IyU99Y5A7WHcwt,Natalie,Detractor,2,Extremely dissatisfied,Uncertain,60998,10755
R_8B2Cp0GRsVjvxbL,Isaac,Detractor,6,Slightly dissatisfied,Uncertain,32977,10756
R_9AAJopGNWUumIxn,Hazel,Detractor,6,Extremely satisfied,No,24384,10757
R_eDpKkeW1QKx8SmV,Wyatt,Detractor,2,Neither satisfied nor dissatisfied,Uncertain,91387,10758
R_egFfzlWS5mnW4UR,Gabriel,Detractor,2,Extremely satisfied,No,82101,10759
R_1Ty7wDhgfVfjKu1,Christopher,Detractor,3,Extremely dissatisfied,No,83857,10760
R_022fjuW8DK4s1aB,Jaxon,Promoter,10,Slightly satisfied,No,93522,10761
R_50W0Nttk5V5SPTn,Everly,Detractor,1,Neither satisfied nor dissatisfied,Yes,59981,10762
R_9tnLnQjyua62hSd,Emilia,Promoter,9,Slightly satisfied,Yes,94821,10763
R_9N1XWj1tFxqqrgV,Madison,Promoter,9,Neither satisfied nor dissatisfied,Uncertain,83937,10764
R_005St1VXdtMhDYV,Leo,Promoter,9,Extremely dissatisfied,Uncertain,76821,10765
R_9LZ7AoDHTxHKu8J,Luke,Promoter,9,Slightly dissatisfied,Yes,84456,10766
R_7R05RPEn9rj802F,Lucy,Detractor,2,Slightly dissatisfied,Yes,91408,10767
R_3vLHTMmp3GZlAtT,Audrey,Detractor,4,Extremely dissatisfied,No,28848,10768
R_51DUSOUAcWx6GYB,Asher,Detractor,1,Extremely satisfied,Yes,60521,10769
R_42eH7m4shOJD2Xb,Emilia,Detractor,2,Slightly satisfied,Yes,65140,10770
R_2tKetj6sV76yuwd,Riley,Promoter,10,Slightly dissatisfied,Yes,44786,10771
R_efcCgNRnONqDthr,Zoe,Passive,7,Extremely dissatisfied,No,51892,10772
R_d6Zi3l1O54cVuw5,Madison,Detractor,4,Slightly satisfied,Yes,93749,10773
R_1R2Jq9lH60wDD2l,Aubrey,Detractor,2,Slightly dissatisfied,Uncertain,76754,10774
R_ewFdZUyhW3k7dpb,Ezra,Detractor,2,Neither satisfied nor dissatisfied,No,55825,10775
R_0vLp07EaZ9uVqXb,Lily,Promoter,10,Slightly dissatisfied,Uncertain,98764,10776
R_2mYhhflRZxlqAhD,Joshua,Passive,7,Extremely satisfied,Uncertain,96626,10777
R_3W2UHe7oWwS9ZuB,Hazel,Detractor,0,Slightly dissatisfied,Yes,48953,10778
R_7Pw34cULuR0s7T7,Riley,Detractor,6,Neither satisfied nor dissatisfied,Yes,75591,10779
R_cXQMcSWLsicN71z,Lily,Detractor,0,Slightly dissatisfied,No,83776,10780
R_4T5YsPGbyV7FOFT,Ezra,Passive,7,Extremely satisfied,Yes,78137,10781
R_9nyfqR7wpsjNfdH,Mateo,Detractor,4,Slightly satisfied,Yes,66186,10782
R_832G4DUFaG8JNXf,Willow,Promoter,10,Slightly satisfied,No,52733,10783
R_bsysnDWpsWVVhvD,Hudson,Detractor,2,Extremely dissatisfied,No,64223,10784
R_5arbnXazpQ6209T,Mateo,Detractor,3,Extremely dissatisfied,Yes,32242,10785
R_eqHn1iEpDIUQrg9,Lincoln,Detractor,4,Extremely satisfied,No,88798,10786
R_5h8c7Fw3jUSLxGt,Eleanor,Promoter,9,Extremely satisfied,No,14503,10787
R_7X97EAAupF50Zzn,Mateo,Detractor,0,Slightly satisfied,Yes,41250,10788
R_efyKFwsseX3KinX,Lily,Detractor,0,Extremely dissatisfied,Yes,76168,10789
R_eFMyJWqL7OCU15r,Dylan,Detractor,6,Extremely satisfied,No,54872,10790
R_9zwlCTJ3kO6iK8Z,Riley,Detractor,6,Slightly satisfied,No,91609,10791
R_4H3bnR1RM1POA9T,Lily,Passive,8,Slightly satisfied,Uncertain,43209,10792
R_4PAQPveFeTaVJ5j,Mateo,Detractor,2,Extremely dissatisfied,No,91221,10793
R_2uaAOkUNcGbbRiJ,Zoe,Detractor,6,Slightly satisfied,No,38311,10794
R_1GFxQj50cUB20Ml,Riley,Detractor,6,Neither satisfied nor dissatisfied,No,90862,10795
R_9uh8MLSsxkE5HxP,Ezra,Detractor,1,Slightly satisfied,Uncertain,96943,10796
R_6PBPVOIYBBXJDmt,David,Detractor,0,Extremely dissatisfied,No,44170,10797
R_7TBclDac5CsFs2h,Jaxon,Detractor,3,Neither satisfied nor dissatisfied,Yes,45016,10798
R_8vHRYO07AO9pBm5,Riley,Passive,8,Slightly dissatisfied,No,83393,10799
R_bgcjKmyzpr0L14h,Andrew,Detractor,2,Slightly satisfied,Yes,86185,10800
R_8eM3AGWmtnbUMN7,Jayden,Detractor,1,Extremely dissatisfied,No,57156,10801
R_5A5pAgqoxMdpNg9,Andrew,Detractor,4,Slightly satisfied,Yes,29639,10802
R_e9FqRq4Kc5HG6FL,Addison,Detractor,2,Extremely satisfied,No,79958,10803
R_2hEnW495gNy6wFT,John,Detractor,3,Slightly dissatisfied,Uncertain,30740,10804
R_2bDB2PsfPQGPILr,Mateo,Promoter,10,Extremely dissatisfied,Uncertain,45128,10805
R_8pEtsm8xDZgNgaN,Christopher,Passive,8,Extremely satisfied,No,38573,10806
R_9uwz72vtHUoW8kd,Willow,Detractor,4,Extremely satisfied,Yes,86783,10807
R_ezXqa4pS8C272Ad,Andrew,Detractor,6,Neither satisfied nor dissatisfied,Yes,63655,10808
R_72vh9OPUXQ3zlOJ,Ellie,Passive,7,Neither satisfied nor dissatisfied,No,63192,10809
R_bIywb3cER58LMeF,Audrey,Detractor,5,Slightly satisfied,No,67548,10810
R_25prNLnh76Jogtv,Leo,Detractor,2,Extremely satisfied,Yes,92035,10811
R_b1kBWdMn8FCribr,Leo,Detractor,6,Extremely satisfied,No,92111,10812
R_9YqseQxG20p26AB,Grayson,Detractor,5,Slightly dissatisfied,Uncertain,35594,10813
R_d6zWB9mO498iiwt,Christopher,Detractor,4,Extremely dissatisfied,Yes,45036,10814
R_eLJDLDcLRq0ET7D,Christopher,Detractor,0,Neither satisfied nor dissatisfied,Uncertain,59199,10815
R_037piBboGMUr6vP,Grace,Detractor,2,Slightly satisfied,No,62071,10816
R_1AkvpibgnJ58mmp,Joshua,Detractor,4,Neither satisfied nor dissatisfied,No,69763,10817
R_0r2rqzUHiBquSBn,Grace,Promoter,9,Extremely dissatisfied,No,40486,10818
R_4THAyGrmvq3reg5,Everly,Promoter,10,Extremely satisfied,No,77354,10819
R_40BFM4F5CxzeeBD,Riley,Detractor,6,Extremely satisfied,Uncertain,70158,10820
R_3OhJecBPDrPLoFf,Lillian,Detractor,0,Slightly satisfied,No,21566,10821
R_0vslvaqVsc3UfOJ,David,Detractor,2,Slightly satisfied,Yes,71312,10822
R_diK8VBwxMA5BPFj,Ezra,Detractor,6,Extremely dissatisfied,Yes,47484,10823
R_4Sg7uPuP6Gx9SPX,Ezra,Detractor,6,Extremely dissatisfied,No,57682,10824
R_23QnsxHgy30SCsB,Gabriel,Promoter,9,Extremely dissatisfied,Uncertain,40181,10825
R_86VR0VUS9IUBGtL,Grayson,Detractor,6,Neither satisfied nor dissatisfied,Uncertain,18946,10826
R_1ApsnBmPxWy3GnP,Lillian,Detractor,1,Slightly dissatisfied,Uncertain,59996,10827
R_5nIC56tmFUyw9CZ,Grace,Detractor,5,Neither satisfied nor dissatisfied,Yes,50382,10828
R_bIPOiJMKy8Z3br7,Willow,Promoter,10,Extremely dissatisfied,Yes,25641,10829
R_esNrwGk7OxRY7v7,Victoria,Detractor,3,Slightly dissatisfied,Uncertain,22919,10830
R_8iU6XJwuhtvpRul,Dylan,Detractor,1,Extremely satisfied,Uncertain,18243,10831
R_b7P3GdCTIf8Fi3r,Willow,Promoter,9,Slightly dissatisfied,Uncertain,74654,10832
R_5AvKmYdwXKgywHr,Willow,Detractor,2,Extremely dissatisfied,No,88610,10833
R_ehRygsOrRyredJr,Lincoln,Promoter,10,Neither satisfied nor dissatisfied,Uncertain,14103,10834
R_6GpvYjD1nLjCmpL,Zoey,Detractor,5,Slightly satisfied,Yes,23589,10835
R_7QcwHDe9nD8COHj,Victoria,Detractor,5,Extremely satisfied,Yes,98943,10836
R_4Py3JpUurl2DsLr,Nora,Detractor,1,Slightly satisfied,Uncertain,21104,10837
R_2lbdbkzzO8DveSN,Bell,Passive,8,Slightly dissatisfied,Uncertain,80689,10838
R_d6WAKVOfIc2HWWV,Madison,Detractor,4,Extremely dissatisfied,Yes,14779,10839
R_8Ju5aifNVIAR5Bj,Christopher,Detractor,5,Extremely dissatisfied,No,35473,10840
R_bwkhQW9E02dxK2V,Bell,Detractor,2,Extremely satisfied,Yes,14422,10841
R_231dQkHq9OykO2N,Leo,Detractor,2,Extremely dissatisfied,Yes,99197,10842
R_bfv2Nx2Z0HfC1Fz,Thomas,Promoter,9,Extremely satisfied,Yes,94160,10843
R_e2w2ZQTjBerWcN7,Thomas,Detractor,0,Slightly dissatisfied,No,74905,10844
R_bqtbU45lWekNwPz,Bell,Promoter,10,Neither satisfied nor dissatisfied,No,69345,10845
R_ai94iTbaUL7MPpb,Grace,Detractor,3,Slightly satisfied,Uncertain,73730,10846
R_bQQd99EaHtdnMB7,Mateo,Detractor,3,Extremely satisfied,No,87951,10847
R_bqHBcoyw4AWb6FD,Gabriel,Passive,7,Extremely dissatisfied,Yes,89778,10848
R_79CRym5OsqFbtiJ,Grace,Detractor,3,Extremely satisfied,Uncertain,70201,10849
R_9SkK7nHRtDlZSAt,Zoey,Detractor,1,Slightly satisfied,Yes,58869,10850
R_bIx3719r66ZS0PX,Grace,Promoter,10,Neither satisfied nor dissatisfied,Yes,48633,10851
R_88IbRzWiz7jKtZr,Leo,Detractor,6,Slightly satisfied,Uncertain,60089,10852
R_3KjSrOpRQT959w9,Dylan,Detractor,0,Extremely dissatisfied,No,73547,10853
R_3l90RuOGCAYoE5v,Luke,Promoter,9,Extremely satisfied,Yes,49612,10854
R_ahio0oaXxgBqFRX,Riley,Detractor,1,Slightly satisfied,No,65726,10855
R_3kjvEOw4JE6k77D,Hannah,Detractor,4,Neither satisfied nor dissatisfied,Yes,86242,10856
R_5sRv3U5EMxDV75r,John,Detractor,2,Slightly satisfied,No,79149,10857
R_3P2xT5bQ2cC8hLL,Dylan,Passive,8,Slightly dissatisfied,No,58777,10858
R_81jDRZq5N7Sv9v7,Jaxon,Detractor,1,Neither satisfied nor dissatisfied,Uncertain,17547,10859
R_6l3Ps4O7qQI0dHn,Ezra,Passive,8,Slightly dissatisfied,Yes,59653,10860
R_bDcs6Rmr1cRAK3j,Andrew,Passive,7,Extremely dissatisfied,No,98140,10861
R_dbzgqqjJDipk3Rz,Nora,Detractor,1,Neither satisfied nor dissatisfied,No,57758,10862
R_enDge0kMMfA4UV7,Natalie,Promoter,10,Extremely satisfied,Uncertain,10425,10863
R_bwKt1IVtP6ts269,Joshua,Detractor,5,Slightly satisfied,No,54239,10864
R_bwj85wp9rI5wR8x,Emilia,Detractor,5,Neither satisfied nor dissatisfied,Uncertain,85517,10865
R_9X43smqbr7nGPzL,Joshua,Detractor,0,Slightly dissatisfied,No,12866,10866
R_1AeS8YCfiAl6ngp,Dylan,Detractor,6,Neither satisfied nor dissatisfied,Yes,91206,10867
R_5ztfAafKTx5yROB,Leo,Promoter,9,Neither satisfied nor dissatisfied,No,72808,10868
R_7NIPP5KzGYbCEdL,Theodore,Detractor,0,Slightly dissatisfied,Yes,45441,10869
R_1N5cUWgzLWpHZIx,Joshua,Detractor,0,Extremely dissatisfied,Uncertain,13266,10870
R_50bUJHWPxKnM485,Leo,Detractor,5,Slightly satisfied,Yes,34906,10871
R_2b4fXA8PLJb01aR,Jaxon,Detractor,2,Extremely satisfied,No,55431,10872
R_0jr3bEg8eqW1N1r,Everly,Detractor,3,Extremely satisfied,Uncertain,57430,10873
R_bdZbaxSyfErpQPz,Julian,Passive,7,Neither satisfied nor dissatisfied,No,20130,10874
R_2fN1OmDv0QCiPhX,Grace,Passive,7,Slightly satisfied,Yes,70262,10875
R_dp5vRmqd8xYs5vv,Asher,Detractor,3,Slightly satisfied,Uncertain,77574,10876
R_bOdTlcibl1q8anX,Grayson,Detractor,4,Neither satisfied nor dissatisfied,Yes,36445,10877
R_6PhMOE6hJWhfH93,Madison,Detractor,5,Extremely dissatisfied,Uncertain,19735,10878
R_1U3cGhA1MEP7LQF,Stella,Passive,7,Neither satisfied nor dissatisfied,Uncertain,48519,10879
R_0NV6aRiyemMIPfD,Nora,Promoter,9,Neither satisfied nor dissatisfied,Yes,87125,10880
R_2bqwqBNQqHtdWmN,Lucy,Detractor,1,Neither satisfied nor dissatisfied,Yes,63747,10881
R_2rDBirR8VnZSsND,John,Detractor,6,Slightly satisfied,No,74300,10882
R_9QQUCZX6gA6rG9n,Anthony,Passive,7,Neither satisfied nor dissatisfied,Uncertain,40959,10883
R_3ltTKWflVvyJ3dH,Nora,Detractor,0,Slightly dissatisfied,Uncertain,43697,10884
R_emkcLBPkjtQtglD,Christopher,Detractor,6,Extremely satisfied,No,60779,10885
R_cIN3zLMlZajo7g9,Wyatt,Detractor,2,Slightly dissatisfied,Yes,80353,10886
R_3gAjN3SCwn7QN9j,Hudson,Promoter,9,Slightly satisfied,Uncertain,59845,10887
R_55BiMVWwFhgbp7n,Audrey,Detractor,6,Slightly dissatisfied,No,28946,10888
R_3qSN3QrWkQcfNCR,Theodore,Passive,8,Extremely satisfied,Uncertain,51032,10889
R_0PdyIaOQY3mQOnX,Grace,Detractor,3,Extremely dissatisfied,No,51679,10890
R_9yIisTxKJop22Sp,Lily,Detractor,3,Neither satisfied nor dissatisfied,No,39510,10891
R_3Q7scKPbEMJbCe1,Grayson,Detractor,6,Neither satisfied nor dissatisfied,No,98848,10892
R_brA84jQB5g8jT5X,Victoria,Detractor,2,Slightly dissatisfied,No,28750,10893
R_aVMCEf3T7jwuQ97,Joshua,Passive,7,Slightly satisfied,Uncertain,13802,10894
R_3DzhIx9hsYMXr5H,Lucy,Detractor,0,Slightly dissatisfied,Uncertain,58636,10895
R_2h5jXGYdXO9fPp3,Ellie,Passive,8,Extremely dissatisfied,Uncertain,91244,10896
R_02hbZRv7d7QyjU9,Gabriel,Promoter,10,Extremely satisfied,Uncertain,92447,10897
R_7PpL4aWhKCt0BlX,Everly,Detractor,5,Neither satisfied nor dissatisfied,Yes,41117,10898
R_0cum9vTNiD7qV5r,Julian,Promoter,9,Extremely dissatisfied,Yes,52306,10899
R_3CbJHQmQLTpFjmJ,Addison,Passive,8,Neither satisfied nor dissatisfied,Yes,55893,10900
R_7aOSxTob4Ugwaq1,Jayden,Passive,7,Extremely dissatisfied,Yes,97134,10901
R_bJjCDCvpxm6I7bL,Nora,Detractor,3,Extremely dissatisfied,No,58022,10902
R_cFJI3wA8A7pJLVz,Aurora,Detractor,5,Slightly satisfied,Yes,37691,10903
R_6i2SziUTGOwINEx,Riley,Passive,8,Neither satisfied nor dissatisfied,Uncertain,55132,10904
R_0lyvxmoFqS1fz6t,Levi,Passive,8,Extremely dissatisfied,Yes,97870,10905
R_eKe3WcIjxFQtinz,Wyatt,Detractor,3,Neither satisfied nor dissatisfied,Uncertain,82119,10906
R_e2veiZHoJLFXCOF,Julian,Detractor,1,Slightly dissatisfied,Uncertain,96845,10907
R_5zGmcjmo9hvwz1r,Aurora,Detractor,1,Extremely satisfied,No,75165,10908
R_br2slO1hh59VYxv,Joshua,Detractor,4,Neither satisfied nor dissatisfied,Yes,75121,10909
R_5b9NRs0CG9KjAA5,Lillian,Passive,7,Slightly satisfied,Yes,15809,10910
R_6PPgETa0EPxJ5zv,Willow,Detractor,0,Extremely satisfied,Yes,44131,10911
R_6RLG4UWTDmdS94V,Bell,Detractor,4,Extremely dissatisfied,Uncertain,48266,10912
R_6F10cswskVV9vKJ,Willow,Detractor,5,Extremely dissatisfied,Yes,74960,10913
R_0vL1TYJ1HZL5ucJ,Joshua,Promoter,10,Extremely dissatisfied,Uncertain,45861,10914
R_3Cd7pYIX8ut5KIJ,Riley,Passive,7,Slightly dissatisfied,Yes,48054,10915
R_6Dz7Ki09CjiTmn3,Stella,Passive,8,Slightly satisfied,Uncertain,15725,10916
R_5gu7P9j5WiVh88t,Zoey,Passive,8,Slightly satisfied,Yes,33612,10917
R_2rSvZm9NXTbASOh,Zoe,Detractor,3,Neither satisfied nor dissatisfied,Uncertain,75481,10918
R_8GQH8VAtNhBQtSt,Ellie,Detractor,2,Extremely dissatisfied,No,80861,10919
R_0Btr4o0o3aDmYIt,Theodore,Detractor,1,Slightly satisfied,No,61730,10920
R_e2mpvqVqd50uXT7,Mateo,Detractor,6,Extremely satisfied,Uncertain,47708,10921
R_bg8cQ1waSZvQPFb,Hudson,Promoter,10,Slightly satisfied,Yes,78281,10922
R_ezlgTa9wAXWuVMx,Nora,Detractor,2,Extremely satisfied,Yes,27411,10923
R_2aDPs1zjYTVONLL,Asher,Detractor,3,Extremely satisfied,Uncertain,27083,10924
R_daKoa5MQqVBktXD,Natalie,Detractor,5,Neither satisfied nor dissatisfied,No,13169,10925
R_3memJQ7RQIepxhX,David,Promoter,10,Slightly dissatisfied,No,30450,10926
R_a60MkDE7iV9ADFr,Natalie,Detractor,2,Slightly dissatisfied,No,34109,10927
R_3eC6xr95kRVrxR3,Grayson,Detractor,3,Extremely dissatisfied,Yes,59720,10928
R_em4sWGHKfoiykfP,Anthony,Promoter,10,Extremely dissatisfied,Yes,84741,10929
R_b41ubIUH9qQBmoR,Lily,Promoter,9,Extremely dissatisfied,Yes,65244,10930
R_aUWQi7zoF7wra17,Bell,Passive,8,Extremely dissatisfied,Yes,98638,10931
R_3QcnOEYZ4cRNgkl,Aurora,Detractor,5,Slightly satisfied,Uncertain,20338,10932
R_eSh5q8gjY7K7PAF,Christopher,Passive,7,Neither satisfied nor dissatisfied,Uncertain,46717,10933
R_eCHbclOrkYKaYD3,Riley,Detractor,2,Slightly dissatisfied,Yes,21470,10934
R_eeTFR7HM97GtSRL,Riley,Detractor,5,Slightly dissatisfied,Uncertain,87481,10935
R_a47fa12HNRL8949,Hannah,Detractor,0,Slightly satisfied,No,60044,10936
R_cAtywWi0I8Xpw2h,Aubrey,Detractor,4,Slightly satisfied,Uncertain,65627,10937
R_0MoXoak6bPBIUMB,Stella,Detractor,2,Slightly dissatisfied,Yes,22319,10938
R_0jRG9oVk3QuY8n3,Mateo,Detractor,1,Neither satisfied nor dissatisfied,Yes,17929,10939
R_72sI24qbWPD9uYJ,Everly,Detractor,2,Slightly dissatisfied,Yes,14490,10940
R_5bA5cnHtZbH6L1r,Christopher,Passive,7,Extremely satisfied,No,31300,10941
R_6RqjQ0cRq1lJ2Wp,Violet,Detractor,2,Slightly dissatisfied,No,21730,10942
R_9LBBwrn08rUA57L,Jaxon,Promoter,9,Extremely dissatisfied,Uncertain,20509,10943
R_a4ABRleIYa8n9dz,Stella,Promoter,10,Extremely dissatisfied,No,48601,10944
R_1BQnbyw9JcRKFWB,Everly,Promoter,10,Neither satisfied nor dissatisfied,No,87585,10945
R_82kqcThCYVpwiOx,Lily,Promoter,10,Neither satisfied nor dissatisfied,Uncertain,88948,10946
R_0pH8j08UPeolGTz,Riley,Detractor,0,Slightly dissatisfied,Yes,31570,10947
R_e5q40B9g9RD6eEJ,Stella,Detractor,6,Slightly dissatisfied,Uncertain,83348,10948
R_9KNTxX2Kauo4Lxr,Eleanor,Detractor,0,Slightly satisfied,Yes,42969,10949
R_cBdjCmkiwntVZwp,Eleanor,Detractor,5,Slightly satisfied,Yes,61577,10950
R_0O3RB31HLhf2HKB,Willow,Promoter,10,Neither satisfied nor dissatisfied,No,84670,10951
R_dd7AaDmXCZIoMMR,Madison,Promoter,10,Extremely dissatisfied,No,96972,10952
R_8BNFCOnyMiY7ga1,Audrey,Passive,8,Slightly dissatisfied,No,62386,10953
R_20kDFJr5nkZlAHj,Eleanor,Detractor,6,Extremely dissatisfied,Yes,63261,10954
R_5nX7TPfXwDUt2zX,Stella,Detractor,2,Slightly satisfied,Uncertain,16510,10955
R_cMGfluc8vhBqPxb,Leo,Passive,7,Slightly satisfied,No,91260,10956
R_ehUo4yr6ZWkoM73,Theodore,Detractor,0,Neither satisfied nor dissatisfied,Yes,11940,10957
R_0uKrVXItrG51TQV,Aurora,Promoter,10,Extremely satisfied,Uncertain,36586,10958
R_8xpkg4B7dc2nosB,Grace,Detractor,6,Extremely satisfied,Uncertain,19653,10959
R_etTenVk28inaK1v,Aurora,Promoter,9,Slightly satisfied,Yes,26732,10960
R_eCYMIX6jhQOXZit,Levi,Promoter,10,Extremely satisfied,Yes,16761,10961
R_a3tYyLFinxi5vVj,Ezra,Promoter,9,Slightly satisfied,Yes,39040,10962
R_80Wvmn0Y7LVVbBH,Stella,Detractor,5,Neither satisfied nor dissatisfied,Uncertain,40831,10963
R_ebnilGbzORRuBM1,Thomas,Detractor,3,Slightly dissatisfied,Yes,64018,10964
R_892sOa4T65H5e7z,Gabriel,Detractor,1,Neither satisfied nor dissatisfied,Yes,29401,10965
R_cuSnmqiOyURZJhX,Leah,Detractor,0,Extremely satisfied,Yes,37273,10966
R_1z9D45YKExuy2SF,Andrew,Passive,8,Slightly dissatisfied,No,40108,10967
R_9KnPPvGMnKMcrc1,Grace,Detractor,3,Extremely dissatisfied,Yes,56393,10968
R_8w5kJUEj2ZfpyVn,Lucy,Passive,8,Extremely dissatisfied,Uncertain,69617,10969
R_d9YXf8P2DBscQUl,Eleanor,Detractor,5,Slightly satisfied,Uncertain,62687,10970
R_cSyMbhJ2ZekDZHf,Mateo,Promoter,9,Neither satisfied nor dissatisfied,Yes,63812,10971
R_8G3L5GAOzAAwZal,Leah,Detractor,0,Neither satisfied nor dissatisfied,Yes,85352,10972
R_6JO7PSBP5JT2QUl,David,Detractor,1,Neither satisfied nor dissatisfied,Uncertain,36984,10973
R_1Il1NUUNgdAFM1v,Bell,Detractor,0,Slightly satisfied,No,75023,10974
R_3DeNuuNAcDGd2HH,Natalie,Promoter,9,Neither satisfied nor dissatisfied,No,86796,10975
R_agT0HSEMWKFSaSp,Gabriel,Promoter,9,Slightly dissatisfied,No,53208,10976
R_bmi8KmbKEJjpwb3,Lillian,Detractor,3,Extremely satisfied,No,25971,10977
R_0dHxRj02xJ8ohOR,Grace,Detractor,1,Slightly dissatisfied,No,15032,10978
R_eyOYOsT7vBe9PJb,Anthony,Detractor,6,Extremely satisfied,No,14115,10979
R_bsJQyDwHowARMxv,John,Passive,7,Extremely satisfied,No,30491,10980
R_9virIHqIdgmbr13,Aurora,Detractor,1,Extremely dissatisfied,Uncertain,94159,10981
R_6AkZaRgcKI1NZLn,Luke,Detractor,4,Extremely dissatisfied,Uncertain,68965,10982
R_afqnhotmRQlXN89,Lincoln,Promoter,9,Extremely dissatisfied,Uncertain,96984,10983
R_5yTXkn9XwbJWIK1,Madison,Detractor,1,Slightly satisfied,No,25678,10984
R_29ahjByfluuexoN,Nora,Passive,8,Slightly dissatisfied,Yes,73136,10985
R_e979DtEgJWdJIod,Lily,Passive,7,Slightly satisfied,Yes,40532,10986
R_6zXlW3LJ7DwClmt,Dylan,Detractor,3,Neither satisfied nor dissatisfied,No,42971,10987
R_8cqZlGlnYBWGmih,Joshua,Detractor,6,Extremely dissatisfied,Uncertain,56520,10988
R_dijsvW3CmkomaJn,Stella,Detractor,1,Slightly satisfied,Yes,42363,10989
R_2nQvag2P0yx0Xbf,Eleanor,Passive,8,Neither satisfied nor dissatisfied,Yes,34421,10990
R_bJAU52pmHRtfIUZ,Hudson,Passive,7,Slightly dissatisfied,Yes,47869,10991
R_8ChMG62lpEAWFh3,Mateo,Detractor,3,Slightly satisfied,No,84216,10992
R_6Vaedrlx4zOfPql,Willow,Passive,8,Extremely satisfied,Yes,42172,10993
R_dcAnClPa6gPVwr3,Asher,Promoter,10,Extremely dissatisfied,No,57543,10994
R_02LxooRYY9f31SB,Violet,Detractor,0,Slightly satisfied,Uncertain,82972,10995
R_8IE8Y9LeABMS9pj,Lucy,Detractor,3,Extremely dissatisfied,Uncertain,88748,10996
R_5zlP8K4rY2gnh4N,Hudson,Detractor,3,Slightly dissatisfied,Uncertain,76886,10997
R_87IDgOVGOgDaaWx,Hudson,Detractor,0,Extremely satisfied,Uncertain,38869,10998
R_23HqmdP20GT1Gtv,Thomas,Detractor,2,Extremely dissatisfied,Yes,89572,10999
R_0Asp3J5dPpiusG9,Aubrey,Detractor,5,Neither satisfied nor dissatisfied,No,95537,11000